,batsman,opponent_team,total_runs,total_balls_faced,strike_rate,dismissals
4338,VR Iyer,Rajasthan Royals,109,93,1.0,4
4339,VR Iyer,Royal Challengers Bangalore,111,108,1.0,4
4340,VR Iyer,Royal Challengers Bengaluru,72,48,1.0,3
4341,VR Iyer,Sunrisers Hyderabad,208,140,1.0,7
4342,VRV Singh,Chennai Super Kings,0,1,0.0,1
4343,VRV Singh,Mumbai Indians,4,2,2.0,0
4344,VS Malik,Kings XI Punjab,1,2,0.0,0
4345,VS Malik,Mumbai Indians,6,5,1.0,1
4346,VS Yeligati,Kings XI Punjab,2,2,1.0,1
4347,VVS Laxman,Chennai Super Kings,16,23,0.0,2
4348,VVS Laxman,Delhi Daredevils,2,6,0.0,1
4349,VVS Laxman,Kings XI Punjab,58,42,1.0,2
4350,VVS Laxman,Kolkata Knight Riders,32,30,1.0,3
4351,VVS Laxman,Mumbai Indians,41,35,1.0,1
4352,VVS Laxman,Pune Warriors,0,3,0.0,1
4353,VVS Laxman,Rajasthan Royals,40,49,0.0,3
4354,VVS Laxman,Royal Challengers Bangalore,93,83,1.0,3
4355,VY Mahesh,Kings XI Punjab,6,5,1.0,0
4356,VY Mahesh,Kolkata Knight Riders,3,7,0.0,1
4357,VY Mahesh,Mumbai Indians,3,5,0.0,0
4358,VY Mahesh,Rajasthan Royals,3,11,0.0,1
4359,W Jaffer,Chennai Super Kings,50,36,1.0,1
4360,W Jaffer,Deccan Chargers,49,42,1.0,1
4361,W Jaffer,Delhi Daredevils,10,9,1.0,1
4362,W Jaffer,Kings XI Punjab,0,5,0.0,1
4363,W Jaffer,Kolkata Knight Riders,6,18,0.0,1
4364,W Jaffer,Mumbai Indians,7,10,0.0,1
4365,W Jaffer,Rajasthan Royals,8,9,0.0,1
4366,WA Mota,Chennai Super Kings,30,37,0.0,2
4367,WA Mota,Deccan Chargers,15,23,0.0,1
4368,WA Mota,Mumbai Indians,9,13,0.0,2
4369,WA Mota,Rajasthan Royals,2,3,0.0,0
4370,Washington Sundar,Chennai Super Kings,46,35,1.0,3
4371,Washington Sundar,Delhi Capitals,48,38,1.0,3
4372,Washington Sundar,Delhi Daredevils,5,3,1.0,0
4373,Washington Sundar,Gujarat Titans,3,6,0.0,2
4374,Washington Sundar,Kings XI Punjab,52,46,1.0,2
4375,Washington Sundar,Kolkata Knight Riders,5,12,0.0,1
4376,Washington Sundar,Lucknow Super Giants,36,47,0.0,3
4377,Washington Sundar,Mumbai Indians,49,54,0.0,5
4378,Washington Sundar,Punjab Kings,25,21,1.0,1
4379,Washington Sundar,Rajasthan Royals,76,42,1.0,3
4380,Washington Sundar,Sunrisers Hyderabad,84,70,1.0,5
4381,WD Parnell,Chennai Super Kings,2,6,0.0,1
4382,WD Parnell,Deccan Chargers,16,17,0.0,1
4383,WD Parnell,Delhi Daredevils,10,10,1.0,0
4384,WD Parnell,Kings XI Punjab,2,2,1.0,1
4385,WD Parnell,Kochi Tuskers Kerala,1,6,0.0,1
4386,WD Parnell,Kolkata Knight Riders,10,15,0.0,3
4387,WD Parnell,Mumbai Indians,22,28,0.0,3
4388,WD Parnell,Rajasthan Royals,2,2,1.0,0
4389,WG Jacks,Chennai Super Kings,11,7,1.0,1
4390,WG Jacks,Delhi Capitals,42,31,1.0,1
4391,WG Jacks,Gujarat Titans,101,45,2.0,1
4392,WG Jacks,Kolkata Knight Riders,71,49,1.0,2
4393,WG Jacks,Lucknow Super Giants,5,7,0.0,1
4394,WG Jacks,Mumbai Indians,8,6,1.0,1
4395,WG Jacks,Punjab Kings,12,7,1.0,1
4396,WG Jacks,Royal Challengers Bengaluru,22,18,1.0,1
4397,WG Jacks,Sunrisers Hyderabad,71,59,1.0,3
4398,WP Saha,Chennai Super Kings,365,307,1.0,12
4399,WP Saha,Deccan Chargers,27,24,1.0,2
4400,WP Saha,Delhi Capitals,168,122,1.0,7
4401,WP Saha,Delhi Daredevils,143,123,1.0,7
4402,WP Saha,Gujarat Lions,63,50,1.0,3
4403,WP Saha,Kings XI Punjab,136,110,1.0,6
4404,WP Saha,Kochi Tuskers Kerala,46,35,1.0,0
4405,WP Saha,Kolkata Knight Riders,509,399,1.0,17
4406,WP Saha,Lucknow Super Giants,133,93,1.0,3
4407,WP Saha,Mumbai Indians,448,367,1.0,13
4408,WP Saha,Pune Warriors,13,15,0.0,1
4409,WP Saha,Punjab Kings,106,100,1.0,5
4410,WP Saha,Rajasthan Royals,157,122,1.0,11
4411,WP Saha,Rising Pune Supergiant,27,27,1.0,2
4412,WP Saha,Rising Pune Supergiants,7,8,0.0,1
4413,WP Saha,Royal Challengers Bangalore,357,301,1.0,17
4414,WP Saha,Royal Challengers Bengaluru,6,11,0.0,2
4415,WP Saha,Sunrisers Hyderabad,223,154,1.0,9
4416,WPUJC Vaas,Delhi Daredevils,28,22,1.0,1
4417,WPUJC Vaas,Kings XI Punjab,16,10,1.0,1
4418,WPUJC Vaas,Kolkata Knight Riders,9,10,0.0,3
4419,WPUJC Vaas,Rajasthan Royals,28,28,1.0,2
4420,WPUJC Vaas,Royal Challengers Bangalore,0,3,0.0,0
4421,X Thalaivan Sargunam,Chennai Super Kings,10,17,0.0,1
4422,XC Bartlett,Kolkata Knight Riders,11,15,0.0,1
4423,Y Gnaneswara Rao,Chennai Super Kings,19,18,1.0,1
4424,Y Nagar,Chennai Super Kings,45,49,0.0,0
4425,Y Nagar,Deccan Chargers,54,37,1.0,2
4426,Y Nagar,Kings XI Punjab,21,18,1.0,2
4427,Y Nagar,Kochi Tuskers Kerala,40,55,0.0,2
4428,Y Nagar,Kolkata Knight Riders,29,21,1.0,2
4429,Y Nagar,Mumbai Indians,0,2,0.0,2
4430,Y Nagar,Pune Warriors,24,19,1.0,1
4431,Y Nagar,Rajasthan Royals,36,30,1.0,1
4432,Y Nagar,Royal Challengers Bangalore,36,40,0.0,2
4433,Y Prithvi Raj,Sunrisers Hyderabad,0,1,0.0,0
4434,Y Venugopal Rao,Chennai Super Kings,132,126,1.0,5
4435,Y Venugopal Rao,Deccan Chargers,24,38,0.0,2
4436,Y Venugopal Rao,Delhi Daredevils,66,60,1.0,5
4437,Y Venugopal Rao,Kings XI Punjab,118,99,1.0,7
4438,Y Venugopal Rao,Kochi Tuskers Kerala,41,49,0.0,2
4439,Y Venugopal Rao,Kolkata Knight Riders,151,134,1.0,4
4440,Y Venugopal Rao,Mumbai Indians,164,130,1.0,6
4441,Y Venugopal Rao,Pune Warriors,31,21,1.0,1
4442,Y Venugopal Rao,Rajasthan Royals,113,77,1.0,3
4443,Y Venugopal Rao,Royal Challengers Bangalore,145,131,1.0,7
4444,YA Abdulla,Delhi Daredevils,0,1,0.0,0
4445,Yash Dayal,Kolkata Knight Riders,0,1,0.0,1
4446,Yash Dayal,Punjab Kings,0,1,0.0,1
4447,Yashpal Singh,Delhi Daredevils,13,21,0.0,1
4448,Yashpal Singh,Mumbai Indians,8,8,1.0,1
4449,Yashpal Singh,Rajasthan Royals,26,38,0.0,2
4450,YBK Jaiswal,Chennai Super Kings,230,150,1.0,7
4451,YBK Jaiswal,Delhi Capitals,178,140,1.0,7
4452,YBK Jaiswal,Gujarat Titans,70,72,0.0,5
4453,YBK Jaiswal,Kolkata Knight Riders,168,102,1.0,4
4454,YBK Jaiswal,Lucknow Super Giants,207,146,1.0,5
4455,YBK Jaiswal,Mumbai Indians,283,168,1.0,6
4456,YBK Jaiswal,Punjab Kings,288,207,1.0,7
4457,YBK Jaiswal,Royal Challengers Bangalore,103,81,1.0,5
4458,YBK Jaiswal,Royal Challengers Bengaluru,169,99,1.0,4
4459,YBK Jaiswal,Sunrisers Hyderabad,267,178,1.0,8
4460,YK Pathan,Chennai Super Kings,345,281,1.0,14
4461,YK Pathan,Deccan Chargers,312,180,1.0,7
4462,YK Pathan,Delhi Capitals,9,11,0.0,0
4463,YK Pathan,Delhi Daredevils,429,296,1.0,12
4464,YK Pathan,Gujarat Lions,110,84,1.0,1
4465,YK Pathan,Kings XI Punjab,319,247,1.0,14
4466,YK Pathan,Kochi Tuskers Kerala,25,16,1.0,2
4467,YK Pathan,Kolkata Knight Riders,218,142,1.0,8
4468,YK Pathan,Mumbai Indians,472,345,1.0,14
4469,YK Pathan,Pune Warriors,130,102,1.0,4
4470,YK Pathan,Rajasthan Royals,133,118,1.0,5
4471,YK Pathan,Rising Pune Supergiant,4,9,0.0,1
4472,YK Pathan,Rising Pune Supergiants,73,47,1.0,1
4473,YK Pathan,Royal Challengers Bangalore,357,274,1.0,17
4474,YK Pathan,Sunrisers Hyderabad,286,182,1.0,5
4475,Younis Khan,Kings XI Punjab,3,7,0.0,1
4476,YS Chahal,Chennai Super Kings,12,33,0.0,1
4477,YS Chahal,Delhi Capitals,1,2,0.0,0
4478,YS Chahal,Gujarat Lions,1,2,0.0,1
4479,YS Chahal,Gujarat Titans,5,8,0.0,1
4480,YS Chahal,Kings XI Punjab,6,10,0.0,1
4481,YS Chahal,Kolkata Knight Riders,2,8,0.0,1
4482,YS Chahal,Rajasthan Royals,0,4,0.0,0
4483,YS Chahal,Rising Pune Supergiant,5,11,0.0,0
4484,YS Chahal,Sunrisers Hyderabad,5,11,0.0,1
4485,Yudhvir Singh,Delhi Capitals,14,7,2.0,1
4486,Yudhvir Singh,Kolkata Knight Riders,7,7,1.0,1
4487,Yudhvir Singh,Punjab Kings,0,1,0.0,1
4488,Yudhvir Singh,Rajasthan Royals,1,1,1.0,1
4489,Yuvraj Singh,Chennai Super Kings,345,298,1.0,13
4490,Yuvraj Singh,Deccan Chargers,118,110,1.0,8
4491,Yuvraj Singh,Delhi Capitals,53,40,1.0,1
4492,Yuvraj Singh,Delhi Daredevils,459,345,1.0,11
4493,Yuvraj Singh,Gujarat Lions,13,27,0.0,2
4494,Yuvraj Singh,Kings XI Punjab,257,203,1.0,8
4495,Yuvraj Singh,Kochi Tuskers Kerala,8,13,0.0,1
